Sample	Positions	Cs	Ts	Methylated	Coverage	Read	Experiment
D_Ba_H02_BL_CHK_M	1	5711664	4839223	54.13	10550887	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	2	5827	6461	47.42	12288	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	3	2687	3500	43.43	6187	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	4	290245	471738	38.09	761983	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	5	215041	307042	41.19	522083	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	6	227179	396705	36.41	623884	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	7	334878	535867	38.46	870745	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	8	258110	401905	39.11	660015	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	9	285932	439756	39.4	725688	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	10	289368	459583	38.64	748951	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	11	383225	518314	42.51	901539	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	12	294028	445208	39.77	739236	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	13	299420	448309	40.04	747729	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	14	272920	403750	40.33	676670	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	15	270455	449999	37.54	720454	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	16	271214	419528	39.26	690742	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	17	278060	423085	39.66	701145	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	18	270001	428069	38.68	698070	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	19	293571	438712	40.09	732283	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	20	218412	420139	34.2	638551	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	21	286227	438674	39.48	724901	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	22	244687	432186	36.15	676873	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	23	268403	424850	38.72	693253	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	24	238931	427829	35.83	666760	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	25	269664	424638	38.84	694302	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	26	230391	418724	35.49	649115	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	27	234485	407873	36.5	642358	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	28	269586	407166	39.84	676752	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	29	232451	406159	36.4	638610	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	30	239816	413955	36.68	653771	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	31	326418	441075	42.53	767493	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	32	245496	409664	37.47	655160	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	33	247732	412405	37.53	660137	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	34	258713	421107	38.06	679820	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	35	248944	399754	38.38	648698	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	36	232231	409394	36.19	641625	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	37	241091	446687	35.05	687778	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	38	271373	415353	39.52	686726	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	39	274212	430965	38.89	705177	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	40	239759	428674	35.87	668433	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	41	298758	484190	38.16	782948	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	42	262861	420591	38.46	683452	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	43	262398	449558	36.86	711956	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	44	242505	405902	37.4	648407	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	45	209208	399105	34.39	608313	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	46	199069	398479	33.31	597548	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	47	211543	397995	34.71	609538	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	48	209078	420779	33.19	629857	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	49	236670	404845	36.89	641515	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	50	222315	397737	35.85	620052	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	51	262459	424568	38.2	687027	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	52	247025	396625	38.38	643650	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	53	212703	399024	34.77	611727	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	54	226942	385233	37.07	612175	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	55	188870	391628	32.54	580498	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	56	239234	408796	36.92	648030	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	57	229728	401874	36.37	631602	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	58	244988	401518	37.89	646506	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	59	291581	421273	40.9	712854	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	60	229370	384725	37.35	614095	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	61	255411	418599	37.89	674010	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	62	202654	379312	34.82	581966	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	63	228760	382581	37.42	611341	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	64	208043	376669	35.58	584712	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	65	250546	403811	38.29	654357	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	66	253828	424094	37.44	677922	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	67	231327	386659	37.43	617986	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	68	265596	397783	40.04	663379	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	69	218722	371637	37.05	590359	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	70	207801	372441	35.81	580242	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	71	215625	388966	35.66	604591	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	72	250788	390375	39.11	641163	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	73	273544	390729	41.18	664273	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	74	219234	379286	36.63	598520	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	75	219179	377382	36.74	596561	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	76	267749	386976	40.89	654725	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	77	303564	364536	45.44	668100	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	78	219188	350489	38.48	569677	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	79	202839	348166	36.81	551005	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	80	189615	343814	35.55	533429	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	81	229661	355443	39.25	585104	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	82	236611	368534	39.1	605145	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	83	167319	325747	33.93	493066	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	84	177435	338607	34.38	516042	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	85	300268	352712	45.98	652980	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	86	259870	334578	43.72	594448	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	87	191215	316166	37.69	507381	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	88	182940	308687	37.21	491627	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	89	213607	307178	41.02	520785	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	90	191163	287403	39.94	478566	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	91	205607	329900	38.39	535507	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	92	245170	309300	44.22	554470	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	93	217070	285229	43.22	502299	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	94	249750	306193	44.92	555943	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	95	157462	266712	37.12	424174	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	96	165682	267453	38.25	433135	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	97	181856	270601	40.19	452457	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	98	184149	247599	42.65	431748	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	99	153061	253379	37.66	406440	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	100	166241	238831	41.04	405072	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	101	207645	274933	43.03	482578	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	102	158517	235731	40.21	394248	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	103	149202	223764	40	372966	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	104	181140	225589	44.54	406729	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	105	218002	267789	44.88	485791	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	106	155752	228069	40.58	383821	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	107	197602	228679	46.35	426281	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	108	170862	229331	42.69	400193	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	109	118896	193052	38.11	311948	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	110	150676	207964	42.01	358640	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	111	103692	178945	36.69	282637	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	112	120389	179649	40.12	300038	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	113	109304	173185	38.69	282489	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	114	113855	167969	40.4	281824	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	115	149279	179920	45.35	329199	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	116	115599	166710	40.95	282309	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	117	107905	157405	40.67	265310	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	118	111292	155639	41.69	266931	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	119	92487	144665	39	237152	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	120	113702	155641	42.21	269343	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	121	94972	135799	41.15	230771	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	122	81457	129368	38.64	210825	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	123	80251	126528	38.81	206779	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	124	100914	128502	43.99	229416	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	125	107871	129830	45.38	237701	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	126	90787	125911	41.9	216698	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	127	95726	123325	43.7	219051	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	128	73536	109112	40.26	182648	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	129	71408	105134	40.45	176542	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	130	75368	101279	42.67	176647	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	131	80883	103994	43.75	184877	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	132	77659	96141	44.68	173800	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	133	148142	144429	50.63	292571	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	134	76622	93414	45.06	170036	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	135	69662	94071	42.55	163733	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	136	93222	100810	48.04	194032	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	137	57714	84399	40.61	142113	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	138	78505	86624	47.54	165129	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	139	67406	90435	42.71	157841	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	140	85469	91765	48.22	177234	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	141	49708	74838	39.91	124546	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	142	73410	74111	49.76	147521	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	143	67337	76146	46.93	143483	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	144	72829	86352	45.75	159181	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	145	49181	63186	43.77	112367	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	146	49509	64830	43.3	114339	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	147	50545	60849	45.37	111394	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	148	46099	54495	45.83	100594	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	149	66644	122495	35.24	189139	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	150	43246	118694	26.7	161940	R1	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	1	407	21284	1.88	21691	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	2	387	1814	17.58	2201	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	3	66493	58646	53.14	125139	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	4	35231	37078	48.72	72309	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	5	40479	47300	46.11	87779	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	6	69432	67776	50.6	137208	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	7	38784	44276	46.69	83060	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	8	62424	50042	55.5	112466	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	9	49056	51416	48.83	100472	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	10	99775	81882	54.92	181657	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	11	56662	46267	55.05	102929	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	12	39485	41653	48.66	81138	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	13	32432	36454	47.08	68886	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	14	63825	64443	49.76	128268	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	15	32229	38652	45.47	70881	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	16	32750	35019	48.33	67769	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	17	32156	34867	47.98	67023	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	18	31139	33125	48.45	64264	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	19	27378	33095	45.27	60473	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	20	34544	33791	50.55	68335	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	21	36174	31797	53.22	67971	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	22	31141	29884	51.03	61025	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	23	22764	26093	46.59	48857	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	24	20625	26574	43.7	47199	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	25	28059	30812	47.66	58871	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	26	20894	24462	46.07	45356	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	27	23532	23755	49.76	47287	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	28	20285	21893	48.09	42178	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	29	29062	24785	53.97	53847	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	30	32093	24086	57.13	56179	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	31	28620	24508	53.87	53128	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	32	32054	23281	57.93	55335	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	33	17683	20037	46.88	37720	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	34	16521	17446	48.64	33967	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	35	18421	18055	50.5	36476	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	36	17926	17222	51	35148	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	37	27921	18076	60.7	45997	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	38	19439	20604	48.55	40043	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	39	17407	14935	53.82	32342	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	40	31044	24715	55.68	55759	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	41	15397	13881	52.59	29278	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	42	24461	16537	59.66	40998	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	43	10583	12451	45.95	23034	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	44	24122	14077	63.15	38199	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	45	10458	11291	48.08	21749	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	46	12279	10959	52.84	23238	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	47	23097	13240	63.56	36337	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	48	17012	11890	58.86	28902	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	49	8670	9611	47.43	18281	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	50	8859	8556	50.87	17415	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	51	25541	11474	69	37015	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	52	11699	9262	55.81	20961	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	53	12193	9310	56.7	21503	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	54	7541	7978	48.59	15519	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	55	16536	14093	53.99	30629	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	56	8073	7834	50.75	15907	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	57	6388	7101	47.36	13489	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	58	30294	18288	62.36	48582	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	59	6851	6660	50.71	13511	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	60	7143	6812	51.19	13955	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	61	8157	6348	56.24	14505	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	62	6728	5386	55.54	12114	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	63	6597	5519	54.45	12116	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	64	5297	5058	51.15	10355	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	65	6838	5461	55.6	12299	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	66	6721	5180	56.47	11901	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	67	4117	4345	48.65	8462	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	68	13602	6412	67.96	20014	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	69	6599	4697	58.42	11296	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	70	6913	4313	61.58	11226	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	71	8984	5006	64.22	13990	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	72	3214	3100	50.9	6314	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	73	2733	3197	46.09	5930	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	74	4733	4421	51.7	9154	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	75	3020	2890	51.1	5910	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	76	2772	2893	48.93	5665	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	77	2856	2693	51.47	5549	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	78	2063	2191	48.5	4254	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	79	2085	2380	46.7	4465	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	80	2329	2167	51.8	4496	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	81	4663	2752	62.89	7415	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	82	3456	2172	61.41	5628	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	83	2047	1822	52.91	3869	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	84	7664	3209	70.49	10873	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	85	2252	1898	54.27	4150	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	86	3182	1884	62.81	5066	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	87	5923	3440	63.26	9363	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	88	3348	2211	60.23	5559	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	89	1318	1346	49.47	2664	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	90	2210	1695	56.59	3905	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	91	976	1047	48.25	2023	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	92	1500	1412	51.51	2912	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	93	5269	1386	79.17	6655	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	94	1667	1383	54.66	3050	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	95	1003	954	51.25	1957	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	96	1030	1032	49.95	2062	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	97	1112	881	55.8	1993	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	98	1102	806	57.76	1908	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	99	1388	1178	54.09	2566	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	100	606	633	48.91	1239	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	101	1833	1141	61.63	2974	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	102	500	565	46.95	1065	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	103	544	580	48.4	1124	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	104	532	551	49.12	1083	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	105	4604	1124	80.38	5728	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	106	809	635	56.02	1444	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	107	1128	833	57.52	1961	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	108	530	452	53.97	982	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	109	492	353	58.22	845	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	110	421	483	46.57	904	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	111	436	400	52.15	836	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	112	308	341	47.46	649	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	113	270	277	49.36	547	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	114	412	262	61.13	674	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	115	617	296	67.58	913	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	116	231	228	50.33	459	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	117	321	252	56.02	573	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	118	163	168	49.24	331	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	119	259	234	52.54	493	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	120	153	149	50.66	302	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	121	142	160	47.02	302	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	122	157	123	56.07	280	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	123	336	158	68.02	494	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	124	98	116	45.79	214	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	125	194	142	57.74	336	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	126	575	120	82.73	695	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	127	223	206	51.98	429	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	128	230	103	69.07	333	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	129	315	192	62.13	507	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	130	252	247	50.5	499	R2	Hyb.Zo.RRBS
D_Ba_H02_BL_CHK_M	131	487	171	74.01	658	R2	Hyb.Zo.RRBS
