Sample	Positions	Cs	Ts	Methylated	Coverage	Read	Experiment
D_Ku_H02_BL_CHK_M	46	8701	11162	43.81	19863	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	47	17204	12175	58.56	29379	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	48	14457	12378	53.87	26835	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	49	6082	9570	38.86	15652	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	50	6500	8279	43.98	14779	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	51	16581	9491	63.6	26072	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	52	7887	8347	48.58	16234	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	53	7490	7882	48.72	15372	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	54	5736	7486	43.38	13222	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	55	11389	10553	51.91	21942	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	56	4915	6342	43.66	11257	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	57	4417	6318	41.15	10735	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	58	18996	10354	64.72	29350	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	59	4057	5896	40.76	9953	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	60	4353	5463	44.35	9816	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	61	4011	4822	45.41	8833	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	62	3826	4210	47.61	8036	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	63	3250	4501	41.93	7751	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	64	2990	3698	44.71	6688	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	65	3910	4064	49.03	7974	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	66	2711	3596	42.98	6307	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	67	1994	2906	40.69	4900	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	68	2985	3500	46.03	6485	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	69	2507	2866	46.66	5373	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	70	3390	2620	56.41	6010	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	71	4606	2544	64.42	7150	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	72	1784	2197	44.81	3981	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	73	1379	1933	41.64	3312	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	74	1803	2294	44.01	4097	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	75	1291	1699	43.18	2990	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	76	1508	1918	44.02	3426	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	77	1065	1439	42.53	2504	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	78	881	1200	42.34	2081	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	79	1087	1280	45.92	2367	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	80	938	1208	43.71	2146	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	81	1865	1285	59.21	3150	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	82	940	980	48.96	1920	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	83	754	1003	42.91	1757	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	84	2549	1402	64.52	3951	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	85	985	955	50.77	1940	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	86	1160	912	55.98	2072	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	87	908	1037	46.68	1945	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	88	739	787	48.43	1526	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	89	583	650	47.28	1233	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	90	430	705	37.89	1135	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	91	396	505	43.95	901	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	92	481	536	47.3	1017	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	93	1878	589	76.12	2467	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	94	449	586	43.38	1035	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	95	486	410	54.24	896	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	96	497	503	49.7	1000	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	97	735	413	64.02	1148	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	98	559	398	58.41	957	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	99	744	551	57.45	1295	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	100	272	328	45.33	600	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	101	453	403	52.92	856	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	102	275	319	46.3	594	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	103	273	313	46.59	586	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	104	244	323	43.03	567	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	105	1858	652	74.02	2510	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	106	571	457	55.54	1028	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	107	564	520	52.03	1084	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	108	455	291	60.99	746	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	109	302	294	50.67	596	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	110	311	268	53.71	579	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	111	357	323	52.5	680	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	112	297	244	54.9	541	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	113	262	221	54.24	483	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	114	235	179	56.76	414	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	115	734	242	75.2	976	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	116	181	185	49.45	366	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	117	244	202	54.71	446	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	118	179	166	51.88	345	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	119	227	216	51.24	443	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	120	231	222	50.99	453	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	121	210	205	50.6	415	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	122	405	238	62.99	643	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	123	365	237	60.63	602	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	124	156	163	48.9	319	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	125	238	233	50.53	471	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	126	733	207	77.98	940	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	127	338	306	52.48	644	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	128	369	196	65.31	565	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	129	386	350	52.45	736	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	130	289	263	52.36	552	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	131	461	254	64.48	715	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	132	169	145	53.82	314	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	133	313	213	59.51	526	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	134	130	107	54.85	237	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	135	133	173	43.46	306	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	136	140	137	50.54	277	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	137	1672	200	89.32	1872	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	138	540	300	64.29	840	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	139	409	243	62.73	652	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	140	519	287	64.39	806	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	141	140	162	46.36	302	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	142	111	126	46.84	237	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	143	394	166	70.36	560	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	144	125	90	58.14	215	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	145	135	104	56.49	239	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	146	144	133	51.99	277	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	147	244	210	53.74	454	R2	Hyb.Zo.RRBS
D_Ku_H02_BL_CHK_M	148	1343	0	100	1343	R2	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	1	6416871	7233980	47.01	13650851	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	2	29839	47351	38.66	77190	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	3	1144	3081	27.08	4225	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	4	289793	751456	27.83	1041249	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	5	205931	464234	30.73	670165	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	6	241762	593246	28.95	835008	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	7	341439	806808	29.74	1148247	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	8	274682	601263	31.36	875945	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	9	311086	648744	32.41	959830	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	10	318926	692870	31.52	1011796	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	11	393388	763022	34.02	1156410	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	12	332580	667190	33.27	999770	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	13	322718	678068	32.25	1000786	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	14	284637	606708	31.93	891345	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	15	305283	657771	31.7	963054	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	16	296141	633954	31.84	930095	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	17	294475	625893	32	920368	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	18	306614	646406	32.17	953020	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	19	303897	653270	31.75	957167	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	20	257316	631986	28.93	889302	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	21	292571	653477	30.93	946048	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	22	275889	651373	29.75	927262	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	23	316911	642378	33.04	959289	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	24	272401	641685	29.8	914086	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	25	277743	635654	30.41	913397	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	26	253856	625936	28.85	879792	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	27	263753	606879	30.29	870632	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	28	277731	609441	31.31	887172	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	29	251473	606099	29.32	857572	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	30	264504	618312	29.96	882816	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	31	354970	646930	35.43	1001900	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	32	272377	614281	30.72	886658	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	33	274268	622790	30.57	897058	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	34	285206	635502	30.98	920708	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	35	263454	597328	30.61	860782	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	36	242153	614737	28.26	856890	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	37	264847	667744	28.4	932591	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	38	290185	622605	31.79	912790	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	39	306763	633642	32.62	940405	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	40	262325	631123	29.36	893448	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	41	325294	707106	31.51	1032400	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	42	295671	624411	32.14	920082	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	43	278966	664443	29.57	943409	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	44	249030	607325	29.08	856355	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	45	224624	603096	27.14	827720	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	46	231707	608948	27.56	840655	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	47	235772	601698	28.15	837470	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	48	238518	632127	27.4	870645	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	49	266666	612771	30.32	879437	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	50	242394	596726	28.89	839120	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	51	289345	640888	31.1	930233	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	52	263521	600719	30.49	864240	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	53	239934	606624	28.34	846558	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	54	248324	591610	29.56	839934	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	55	220576	600951	26.85	821527	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	56	261000	614608	29.81	875608	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	57	258526	615382	29.58	873908	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	58	262400	602415	30.34	864815	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	59	289952	626697	31.63	916649	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	60	241563	586781	29.16	828344	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	61	283451	628450	31.08	911901	R1	Hyb.Zo.RRBS
D_Lo_C19_BL_CHK_M	62	231499	591597	28.13	823096	R1	Hyb.Zo.RRBS
