Focal_Region	Boots	Experiment	Variable
Focal	0.198702000055827	CG	Dxy
Undiverged	0.0590276113765932	CG	Dxy
Focal	0.201974619411226	CG	Dxy
Undiverged	0.267851345247022	CG	Dxy
Focal	0.19681064474344	CG	Dxy
Undiverged	0.0705730369434941	CG	Dxy
Focal	0.374764268745638	CG	Dxy
Undiverged	0.0830887466637499	CG	Dxy
Focal	0.515762410787528	CG	Dxy
Undiverged	0.223682617694774	CG	Dxy
Focal	0.242875548449834	CG	Dxy
Undiverged	0.202440260600762	CG	Dxy
Focal	0.198163868191612	CG	Dxy
Undiverged	0.0617025974345109	CG	Dxy
Focal	0.205707658707746	CG	Dxy
Undiverged	-0.0181718122661091	CG	Dxy
Focal	0.318345051052468	CG	Dxy
Undiverged	0.0894433505087795	CG	Dxy
Focal	0.205190296065019	CG	Dxy
Undiverged	0.025820595532092	CG	Dxy
Focal	0.185359932183103	CG	Dxy
Undiverged	0.0378695991889758	CG	Dxy
Focal	0.303965233870647	CG	Dxy
Undiverged	0.0347268445357463	CG	Dxy
Focal	0.261675772974314	CG	Dxy
Undiverged	0.0675240160635385	CG	Dxy
Focal	0.259183298986946	CG	Dxy
Undiverged	0.101131321948789	CG	Dxy
Focal	0.101821402458062	CG	Dxy
Undiverged	0.0492563595341562	CG	Dxy
Focal	0.165166026436269	CG	Dxy
Undiverged	0.149800728323858	CG	Dxy
Focal	0.339651317061311	CG	Dxy
Undiverged	0.250040399927447	CG	Dxy
Focal	0.291092603927457	CG	Dxy
Undiverged	0.190910747412309	CG	Dxy
Focal	0.472600552430857	CG	Dxy
Undiverged	0.194056954925186	CG	Dxy
Focal	0.41537891361392	CG	Dxy
Undiverged	0.0970279992583405	CG	Dxy
Focal	0.269249057221056	CG	Dxy
Undiverged	0.0435603850276426	CG	Dxy
Focal	0.445843298715866	CG	Dxy
Undiverged	0.026528176922896	CG	Dxy
Focal	0.352478965332339	CG	Dxy
Undiverged	0.0446210484686909	CG	Dxy
Focal	0.238181416401081	CG	Dxy
Undiverged	0.14960882647821	CG	Dxy
Focal	0.336576564161008	CG	Dxy
Undiverged	0.23255306392576	CG	Dxy
Focal	0.275063911169233	CG	Dxy
Undiverged	0.0792952565575416	CG	Dxy
Focal	0.225949458615019	CG	Dxy
Undiverged	0.0241768513771607	CG	Dxy
Focal	0.181028116779264	CG	Dxy
Undiverged	0.146212863635027	CG	Dxy
Focal	0.37376405197316	CG	Dxy
Undiverged	0.339494220924143	CG	Dxy
Focal	0.311303002166172	CG	Dxy
Undiverged	-0.00237850215441502	CG	Dxy
Focal	0.323137133492843	CG	Dxy
Undiverged	0.179735785071517	CG	Dxy
Focal	0.346867541608542	CG	Dxy
Undiverged	0.155120941194669	CG	Dxy
Focal	0.252612673209094	CG	Dxy
Undiverged	0.308177645655013	CG	Dxy
Focal	0.28043686387903	CG	Dxy
Undiverged	-0.158622300407917	CG	Dxy
Focal	0.356744841911135	CG	Dxy
Undiverged	0.189821024919855	CG	Dxy
Focal	0.307777254367256	CG	Dxy
Undiverged	0.153765284387971	CG	Dxy
Focal	0.330810480091399	CG	Dxy
Undiverged	0.152218899459294	CG	Dxy
Focal	0.169238617899402	CG	Dxy
Undiverged	0.215759034181597	CG	Dxy
Focal	0.351959139722241	CG	Dxy
Undiverged	0.0859817755976127	CG	Dxy
Focal	0.253412435505379	CG	Dxy
Undiverged	-0.0604393321053594	CG	Dxy
Focal	0.322837881613017	CG	Dxy
Undiverged	0.0544124110170264	CG	Dxy
Focal	0.418079953287858	CG	Dxy
Undiverged	0.0387052056264481	CG	Dxy
Focal	0.142056000188767	CG	Dxy
Undiverged	0.120292053918738	CG	Dxy
Focal	0.249871000833888	CG	Dxy
Undiverged	0.27109728104491	CG	Dxy
Focal	0.154359319135739	CG	Dxy
Undiverged	0.174347619645563	CG	Dxy
Focal	0.132125186855529	CG	Dxy
Undiverged	0.24778071997121	CG	Dxy
Focal	0.154633032643623	CG	Dxy
Undiverged	0.108525388971624	CG	Dxy
Focal	0.3587588596064	CG	Dxy
Undiverged	-0.0453814607083551	CG	Dxy
Focal	0.405513261166164	CG	Dxy
Undiverged	-0.0129587761860215	CG	Dxy
Focal	0.243790976512061	CG	Dxy
Undiverged	0.152774197052391	CG	Dxy
Focal	0.314945939956856	CG	Dxy
Undiverged	0.16358974555492	CG	Dxy
Focal	0.156588815011681	CG	Dxy
Undiverged	0.143107328833499	CG	Dxy
Focal	0.261730731647591	CG	Dxy
Undiverged	0.248353925066857	CG	Dxy
Focal	0.202288233303422	CG	Dxy
Undiverged	0.182539808152032	CG	Dxy
Focal	0.271747514226027	CG	Dxy
Undiverged	0.171277783169782	CG	Dxy
Focal	0.116902481330105	CG	Dxy
Undiverged	0.155786764987709	CG	Dxy
Focal	0.287947075122581	CG	Dxy
Undiverged	0.201676596061678	CG	Dxy
Focal	0.185539287968729	CG	Dxy
Undiverged	0.232988322061273	CG	Dxy
Focal	0.290083248919506	CG	Dxy
Undiverged	0.13355704098759	CG	Dxy
Focal	0.253337475874992	CG	Dxy
Undiverged	0.317477899274181	CG	Dxy
Focal	0.32904798319747	CG	Dxy
Undiverged	0.0800085471681311	CG	Dxy
Focal	0.205114025111651	CG	Dxy
Undiverged	0.118848861115281	CG	Dxy
Focal	0.174754655886776	CG	Dxy
Undiverged	0.129636460635754	CG	Dxy
Focal	0.173408788742141	CG	Dxy
Undiverged	0.0748346605497173	CG	Dxy
Focal	0.414603796510908	CG	Dxy
Undiverged	0.198912498607127	CG	Dxy
Focal	0.398471268005702	CG	Dxy
Undiverged	0.120724181696361	CG	Dxy
Focal	0.289778841622338	CG	Dxy
Undiverged	0.0210116694579425	CG	Dxy
Focal	0.241699872842478	CG	Dxy
Undiverged	0.17990393579875	CG	Dxy
Focal	0.329235114283177	CG	Dxy
Undiverged	0.185782026740344	CG	Dxy
Focal	0.282608431255105	CG	Dxy
Undiverged	0.119568879966187	CG	Dxy
Focal	0.299907426406971	CG	Dxy
Undiverged	0.127862077185227	CG	Dxy
Focal	0.160528119801117	CG	Dxy
Undiverged	0.0684902597156682	CG	Dxy
Focal	0.238812521331098	CG	Dxy
Undiverged	0.275919022541627	CG	Dxy
Focal	0.395969096384576	CG	Dxy
Undiverged	0.123657324187175	CG	Dxy
Focal	0.292011559965233	CG	Dxy
Undiverged	0.159683701502996	CG	Dxy
Focal	0.4719806757108	CG	Dxy
Undiverged	0.0471239878356443	CG	Dxy
Focal	0.201786416331843	CG	Dxy
Undiverged	0.105732187101739	CG	Dxy
Focal	0.200005133734595	CG	Dxy
Undiverged	0.192870401638761	CG	Dxy
Focal	0.319919598686991	CG	Dxy
Undiverged	0.000847072841721292	CG	Dxy
Focal	0.19748358376678	CG	Dxy
Undiverged	0.189637626858854	CG	Dxy
Focal	0.379161571014498	CG	Dxy
Undiverged	0.0675021914116484	CG	Dxy
Focal	0.303755146320387	CG	Dxy
Undiverged	0.10951126027622	CG	Dxy
Focal	0.165026031513162	CG	Dxy
Undiverged	0.272713306336121	CG	Dxy
Focal	0.171762041898846	CG	Dxy
Undiverged	-0.0779787974300723	CG	Dxy
Focal	0.318294207817651	CG	Dxy
Undiverged	0.1023847845764	CG	Dxy
Focal	0.120173990120598	CG	Dxy
Undiverged	0.0912217483618114	CG	Dxy
Focal	0.33276763714821	CG	Dxy
Undiverged	0.0546452740889665	CG	Dxy
Focal	0.230461821068801	CG	Dxy
Undiverged	0.180782174295609	CG	Dxy
Focal	0.0218270730611909	CG	Dxy
Undiverged	0.129075533877969	CG	Dxy
Focal	0.202414623841473	CG	Dxy
Undiverged	0.0861404274096909	CG	Dxy
Focal	0.238420127384694	CG	Dxy
Undiverged	0.139666620982594	CG	Dxy
Focal	0.233579043893223	CG	Dxy
Undiverged	0.285506390233578	CG	Dxy
Focal	0.307127322456822	CG	Dxy
Undiverged	-0.103244849640027	CG	Dxy
Focal	0.326287948610215	CG	Dxy
Undiverged	0.134080580981246	CG	Dxy
Focal	0.418788781443537	CG	Dxy
Undiverged	0.22250851081275	CG	Dxy
Focal	0.144137825240944	CG	Dxy
Undiverged	0.101333684881003	CG	Dxy
Focal	0.395065287800571	CG	Dxy
Undiverged	0.0375327630513565	CG	Dxy
Focal	0.21480428217981	CG	Dxy
Undiverged	0.183108739520569	CG	Dxy
Focal	0.344304684867753	CG	Dxy
Undiverged	0.0285309137158211	CG	Dxy
Focal	0.19134671266938	CG	Dxy
Undiverged	-0.0531581932921822	CG	Dxy
Focal	0.240532225152986	CG	Dxy
Undiverged	0.245531462382612	CG	Dxy
Focal	0.341030390841731	CG	Dxy
Undiverged	0.162194065362054	CG	Dxy
Focal	0.244678942369565	CG	Dxy
Undiverged	-0.0595005717545166	CG	Dxy
Focal	0.507564589682422	CG	Dxy
Undiverged	0.0537242235819616	CG	Dxy
Focal	0.319699886421588	CG	Dxy
Undiverged	0.00399319347304544	CG	Dxy
Focal	0.322354686593851	CG	Dxy
Undiverged	0.224041535231542	CG	Dxy
Focal	0.230107509841143	CG	Dxy
Undiverged	0.24338018702704	CG	Dxy
Focal	0.361780345562644	CG	Dxy
Undiverged	0.136665157125654	CG	Dxy
Focal	0.381267820317038	CG	Dxy
Undiverged	0.0928809023209853	CG	Dxy
Focal	0.314364700265229	CG	Dxy
Undiverged	0.160837682035384	CG	Dxy
Focal	0.25580852618627	CG	Dxy
Undiverged	0.0784113214043801	CG	Dxy
Focal	0.190291371090296	CG	Dxy
Undiverged	0.283719620393557	CG	Dxy
Focal	0.341192784906126	CG	Dxy
Undiverged	0.292103958311234	CG	Dxy
Focal	0.224426325002224	CG	Dxy
Undiverged	0.188337331623908	CG	Dxy
Focal	0.124663815090893	CG	Dxy
Undiverged	0.201236205058648	CG	Dxy
Focal	0.357174589856762	CG	Dxy
Undiverged	0.11939840079767	CG	Dxy
Focal	0.329836322199062	CG	Dxy
Undiverged	0.0363728587439316	CG	Dxy
Focal	0.305562410065737	CG	Dxy
Undiverged	-0.0669783240508941	CG	Dxy
Focal	0.222818718204947	CG	Dxy
Undiverged	0.115169905779012	CG	Dxy
Focal	0.106354486478111	CG	Dxy
Undiverged	0.0186512409076269	CG	Dxy
Focal	0.298690346683895	CG	Dxy
Undiverged	0.12988067447932	CG	Dxy
Focal	0.490992097787389	CG	Dxy
Undiverged	-0.00812764715485445	CG	Dxy
Focal	0.436375387823026	CG	Dxy
Undiverged	0.0977945806121192	CG	Dxy
Focal	0.321961308428067	CG	Dxy
Undiverged	0.0436920169822291	CG	Dxy
Focal	0.203620269319914	CG	Dxy
Undiverged	0.148954444696762	CG	Dxy
Focal	0.166668019729607	CG	Dxy
Undiverged	0.00721526344331422	CG	Dxy
Focal	0.250623737606654	CG	Dxy
Undiverged	0.160181860646287	CG	Dxy
Focal	0.389014612845954	CG	Dxy
Undiverged	0.0495495683892866	CG	Dxy
Focal	0.263429167693203	CG	Dxy
Undiverged	0.211400578429277	CG	Dxy
Focal	0.202975269864631	CG	Dxy
Undiverged	0.0299500438044566	CG	Dxy
Focal	0.292204157306944	CG	Dxy
Undiverged	0.229560917304696	CG	Dxy
Focal	0.198566345311424	CG	Dxy
Undiverged	0.214051454924269	CG	Dxy
Focal	0.334329633559869	CG	Dxy
Undiverged	0.223691897535745	CG	Dxy
Focal	0.248626184020042	CG	Dxy
Undiverged	0.0446628308501689	CG	Dxy
Focal	0.425252575166868	CG	Dxy
Undiverged	0.0198446913824925	CG	Dxy
Focal	0.0721970078309179	CG	Dxy
Undiverged	0.161019438055532	CG	Dxy
Focal	0.148210050488735	CG	Dxy
Undiverged	0.0770961099314282	CG	Dxy
Focal	0.234807696511434	CG	Dxy
Undiverged	0.011346544894978	CG	Dxy
Focal	0.175646979668223	CG	Dxy
Undiverged	-0.132267340219668	CG	Dxy
Focal	0.360603695334121	CG	Dxy
Undiverged	0.16931037483422	CG	Dxy
Focal	0.318533814121387	CG	Dxy
Undiverged	0.114528716367151	CG	Dxy
Focal	0.293941644737635	CG	Dxy
Undiverged	0.0230447644917133	CG	Dxy
Focal	0.442529154873116	CG	Dxy
Undiverged	0.275263359947076	CG	Dxy
Focal	0.282772373873802	CG	Dxy
Undiverged	0.161660375803952	CG	Dxy
Focal	0.27913186073132	CG	Dxy
Undiverged	0.254332123844328	CG	Dxy
Focal	0.33493878384606	CG	Dxy
Undiverged	0.11000204283898	CG	Dxy
Focal	0.249222419324484	CG	Dxy
Undiverged	0.119342751419581	CG	Dxy
Focal	0.334469535882327	CG	Dxy
Undiverged	-0.0266972463497103	CG	Dxy
Focal	0.237307094029787	CG	Dxy
Undiverged	0.0409375691370508	CG	Dxy
Focal	0.256068244109139	CG	Dxy
Undiverged	0.203873687145339	CG	Dxy
Focal	0.359684437826485	CG	Dxy
Undiverged	0.12728579893814	CG	Dxy
Focal	0.320348961619577	CG	Dxy
Undiverged	0.0734479971773483	CG	Dxy
Focal	0.368875326778619	CG	Dxy
Undiverged	0.129220380696531	CG	Dxy
Focal	0.17260468379873	CG	Dxy
Undiverged	0.00632189549585409	CG	Dxy
Focal	0.128662089719591	CG	Dxy
Undiverged	0.252884090646649	CG	Dxy
Focal	0.195245077752196	CG	Dxy
Undiverged	0.080510992581773	CG	Dxy
Focal	0.299896205367129	CG	Dxy
Undiverged	0.0642967110151029	CG	Dxy
Focal	0.25477074097743	CG	Dxy
Undiverged	0.0760675058986571	CG	Dxy
Focal	0.355790278738072	CG	Dxy
Undiverged	-0.0055615247821547	CG	Dxy
Focal	0.235226088143181	CG	Dxy
Undiverged	0.197334607744196	CG	Dxy
Focal	0.352674382163648	CG	Dxy
Undiverged	0.312192279667351	CG	Dxy
Focal	0.0735191457394274	CG	Dxy
Undiverged	0.0744891081279611	CG	Dxy
Focal	0.287353609039463	CG	Dxy
Undiverged	0.145777861601683	CG	Dxy
Focal	0.253263964004409	CG	Dxy
Undiverged	0.20452647215291	CG	Dxy
Focal	0.464149123650904	CG	Dxy
Undiverged	0.107618587466993	CG	Dxy
Focal	0.208229654168999	CG	Dxy
Undiverged	-0.0600667618463244	CG	Dxy
Focal	0.274496404182268	CG	Dxy
Undiverged	0.0691710858776571	CG	Dxy
Focal	0.269068843718449	CG	Dxy
Undiverged	0.192260447267258	CG	Dxy
Focal	0.226391936505694	CG	Dxy
Undiverged	0.0792275570569547	CG	Dxy
Focal	0.277049607283036	CG	Dxy
Undiverged	0.218462788274649	CG	Dxy
Focal	0.313313382953897	CG	Dxy
Undiverged	0.183553321573008	CG	Dxy
Focal	0.275938100982709	CG	Dxy
Undiverged	-0.0755060569484696	CG	Dxy
Focal	0.330525654144561	CG	Dxy
Undiverged	0.249135710847909	CG	Dxy
Focal	0.402428017295463	CG	Dxy
Undiverged	0.108988779087459	CG	Dxy
Focal	0.282553295689824	CG	Dxy
Undiverged	0.0332766153658587	CG	Dxy
Focal	0.263293747214371	CG	Dxy
Undiverged	0.0298598649738909	CG	Dxy
Focal	0.374398693657394	CG	Dxy
Undiverged	0.175577640922677	CG	Dxy
Focal	0.447630872170031	CG	Dxy
Undiverged	0.108008073092	CG	Dxy
Focal	0.204470990068314	CG	Dxy
Undiverged	0.00634646472052183	CG	Dxy
Focal	0.413975621982413	CG	Dxy
Undiverged	-0.0516356316116364	CG	Dxy
Focal	0.270990469732237	CG	Dxy
Undiverged	0.0763325379944805	CG	Dxy
Focal	0.263105987510352	CG	Dxy
Undiverged	0.242046155564667	CG	Dxy
Focal	0.238612779401438	CG	Dxy
Undiverged	0.129080236398045	CG	Dxy
Focal	0.190799990162203	CG	Dxy
Undiverged	0.107839916027696	CG	Dxy
Focal	0.289769450509262	CG	Dxy
Undiverged	0.0197554797813918	CG	Dxy
Focal	0.275601158851166	CG	Dxy
Undiverged	0.0838277222384536	CG	Dxy
Focal	0.204376987151851	CG	Dxy
Undiverged	0.0738997549955487	CG	Dxy
Focal	0.351038242986747	CG	Dxy
Undiverged	0.206186129205342	CG	Dxy
Focal	0.345510435548714	CG	Dxy
Undiverged	0.0493838952278236	CG	Dxy
Focal	0.245861071583665	CG	Dxy
Undiverged	-0.0136789210892237	CG	Dxy
Focal	0.287622265787205	CG	Dxy
Undiverged	0.0712029858947912	CG	Dxy
Focal	0.232235133851544	CG	Dxy
Undiverged	0.192566100963403	CG	Dxy
Focal	0.135212914322504	CG	Dxy
Undiverged	-0.0010916393864926	CG	Dxy
Focal	0.204357251630203	CG	Dxy
Undiverged	0.113479986820493	CG	Dxy
Focal	0.315067758724685	CG	Dxy
Undiverged	0.133753497209306	CG	Dxy
Focal	0.470646032639516	CG	Dxy
Undiverged	0.253184347098622	CG	Dxy
Focal	0.333703367441767	CG	Dxy
Undiverged	-0.0752285958691038	CG	Dxy
Focal	0.313374564755434	CG	Dxy
Undiverged	0.093261203720528	CG	Dxy
Focal	0.411408321349291	CG	Dxy
Undiverged	0.237043251201795	CG	Dxy
Focal	0.316269979083358	CG	Dxy
Undiverged	0.094394261098295	CG	Dxy
Focal	0.294331293631989	CG	Dxy
Undiverged	-0.010052013371442	CG	Dxy
Focal	0.303724024511876	CG	Dxy
Undiverged	0.155838455402262	CG	Dxy
Focal	0.182926020501234	CG	Dxy
Undiverged	0.143789332050262	CG	Dxy
Focal	0.278615192585155	CG	Dxy
Undiverged	-0.0124684709562296	CG	Dxy
Focal	0.170726143238653	CG	Dxy
Undiverged	0.0851645442106552	CG	Dxy
Focal	0.148754809817695	CG	Dxy
Undiverged	0.102558819397394	CG	Dxy
Focal	0.240269259544505	CG	Dxy
Undiverged	0.128879338374748	CG	Dxy
Focal	0.344650189706949	CG	Dxy
Undiverged	-0.0706919974388934	CG	Dxy
Focal	0.265057252249015	CG	Dxy
Undiverged	-0.144340214256454	CG	Dxy
Focal	0.202757751391449	CG	Dxy
Undiverged	0.199613979923524	CG	Dxy
Focal	0.313642384241321	CG	Dxy
Undiverged	0.222190205229976	CG	Dxy
Focal	0.392419819911085	CG	Dxy
Undiverged	0.120716919833542	CG	Dxy
Focal	0.23743508580019	CG	Dxy
Undiverged	0.0378273122939418	CG	Dxy
Focal	0.167755638390873	CG	Dxy
Undiverged	0.171463936879392	CG	Dxy
Focal	0.285424675066386	CG	Dxy
Undiverged	0.114590765528527	CG	Dxy
Focal	0.40837084446087	CG	Dxy
Undiverged	0.18931431947475	CG	Dxy
Focal	0.440423283270395	CG	Dxy
Undiverged	0.226515387006645	CG	Dxy
Focal	0.327712896817772	CG	Dxy
Undiverged	0.171582815563779	CG	Dxy
Focal	0.313474328560261	CG	Dxy
Undiverged	0.171560590733445	CG	Dxy
Focal	0.309221828943089	CG	Dxy
Undiverged	0.0787774430407009	CG	Dxy
Focal	0.221299247525483	CG	Dxy
Undiverged	0.10343538806096	CG	Dxy
Focal	0.38422732793732	CG	Dxy
Undiverged	0.120176540630256	CG	Dxy
Focal	0.0664889503764589	CG	Dxy
Undiverged	-0.101783915120308	CG	Dxy
Focal	0.30836411350048	CG	Dxy
Undiverged	0.0730274766521836	CG	Dxy
Focal	0.224866111954134	CG	Dxy
Undiverged	0.0934417577980288	CG	Dxy
Focal	0.185080234863306	CG	Dxy
Undiverged	0.164286583641009	CG	Dxy
Focal	0.429360976410198	CG	Dxy
Undiverged	0.101928927398717	CG	Dxy
Focal	0.340149635305071	CG	Dxy
Undiverged	0.135080681089415	CG	Dxy
Focal	0.474482294303583	CG	Dxy
Undiverged	0.0339144789831056	CG	Dxy
Focal	0.423851130081716	CG	Dxy
Undiverged	0.0047114252330241	CG	Dxy
Focal	0.276437737151356	CG	Dxy
Undiverged	-0.0211636864971815	CG	Dxy
Focal	0.408240366878601	CG	Dxy
Undiverged	0.140825544404755	CG	Dxy
Focal	0.479474079861083	CG	Dxy
Undiverged	0.281354044848811	CG	Dxy
Focal	0.436670723038577	CG	Dxy
Undiverged	0.154700391552598	CG	Dxy
Focal	0.359761951920657	CG	Dxy
Undiverged	0.0769285411349674	CG	Dxy
Focal	0.0875553640724908	CG	Dxy
Undiverged	0.151916662741209	CG	Dxy
Focal	0.23039684737931	CG	Dxy
Undiverged	0.190366567177267	CG	Dxy
Focal	0.274855041662398	CG	Dxy
Undiverged	0.06695823463545	CG	Dxy
Focal	0.346577797569934	CG	Dxy
Undiverged	0.106898585167077	CG	Dxy
Focal	0.136053111972909	CG	Dxy
Undiverged	0.135250898268327	CG	Dxy
Focal	0.403454550904385	CG	Dxy
Undiverged	0.0818227147642489	CG	Dxy
Focal	0.355623953115079	CG	Dxy
Undiverged	0.118011881508148	CG	Dxy
Focal	0.252512483497021	CG	Dxy
Undiverged	0.136687752811687	CG	Dxy
Focal	0.251148224899872	CG	Dxy
Undiverged	0.211025770693081	CG	Dxy
Focal	0.100444829857999	CG	Dxy
Undiverged	0.105728574492358	CG	Dxy
Focal	0.17587310180467	CG	Dxy
Undiverged	0.108485123038697	CG	Dxy
Focal	0.285961119925248	CG	Dxy
Undiverged	-0.0148666778002983	CG	Dxy
Focal	0.363102518630893	CG	Dxy
Undiverged	0.0514266967015815	CG	Dxy
Focal	0.269635706855141	CG	Dxy
Undiverged	0.138238069082469	CG	Dxy
Focal	0.298436141220605	CG	Dxy
Undiverged	0.130119112806767	CG	Dxy
Focal	0.327587600030856	CG	Dxy
Undiverged	0.126448622480233	CG	Dxy
Focal	0.176314553612703	CG	Dxy
Undiverged	0.226758401448061	CG	Dxy
Focal	0.299894950117705	CG	Dxy
Undiverged	0.125355122704658	CG	Dxy
Focal	0.312490254040377	CG	Dxy
Undiverged	0.0794607503287953	CG	Dxy
Focal	0.323070078893194	CG	Dxy
Undiverged	0.110633741573025	CG	Dxy
Focal	0.186477511399156	CG	Dxy
Undiverged	-0.0332194685044604	CG	Dxy
Focal	0.306591182975492	CG	Dxy
Undiverged	-0.00924338521102346	CG	Dxy
Focal	0.265814629669276	CG	Dxy
Undiverged	0.112807682911372	CG	Dxy
Focal	0.304444818150534	CG	Dxy
Undiverged	0.156201299648831	CG	Dxy
Focal	0.305629034221751	CG	Dxy
Undiverged	0.249962775139205	CG	Dxy
Focal	0.282417422659135	CG	Dxy
Undiverged	-0.15339659640629	CG	Dxy
Focal	0.116185081153133	CG	Dxy
Undiverged	0.153720382754091	CG	Dxy
Focal	0.299056034242469	CG	Dxy
Undiverged	0.206996349917028	CG	Dxy
Focal	0.31664110750359	CG	Dxy
Undiverged	0.14767071105203	CG	Dxy
Focal	0.101962771853602	CG	Dxy
Undiverged	0.115467661769724	CG	Dxy
Focal	0.276891024784797	CG	Dxy
Undiverged	-0.0131948709481111	CG	Dxy
Focal	0.258803859830656	CG	Dxy
Undiverged	0.151593859796981	CG	Dxy
Focal	0.368083722517442	CG	Dxy
Undiverged	0.0680465030873985	CG	Dxy
Focal	0.424547068722012	CG	Dxy
Undiverged	0.202175964928454	CG	Dxy
Focal	0.182348668473434	CG	Dxy
Undiverged	0.0793077199687088	CG	Dxy
Focal	0.322316032612316	CG	Dxy
Undiverged	0.0290126627713769	CG	Dxy
Focal	0.328341146267414	CG	Dxy
Undiverged	0.136793581457096	CG	Dxy
Focal	0.239084875050779	CG	Dxy
Undiverged	0.210422059344214	CG	Dxy
Focal	0.272248211058072	CG	Dxy
Undiverged	0.179398835627773	CG	Dxy
Focal	0.309322451864309	CG	Dxy
Undiverged	0.0493008720283796	CG	Dxy
Focal	0.249568004421104	CG	Dxy
Undiverged	0.0771087321271376	CG	Dxy
Focal	0.425951200834455	CG	Dxy
Undiverged	0.186952418488789	CG	Dxy
Focal	0.320393790924033	CG	Dxy
Undiverged	0.102942947263091	CG	Dxy
Focal	0.474443686607587	CG	Dxy
Undiverged	-0.0445895071055769	CG	Dxy
Focal	0.335838261815402	CG	Dxy
Undiverged	0.168478460886548	CG	Dxy
Focal	0.147921302972347	CG	Dxy
Undiverged	0.0722179971054314	CG	Dxy
Focal	0.16114388862399	CG	Dxy
Undiverged	0.0575459503123627	CG	Dxy
Focal	0.20162843730187	CG	Dxy
Undiverged	0.0596910394618998	CG	Dxy
Focal	0.36584906346557	CG	Dxy
Undiverged	0.0351457447112126	CG	Dxy
Focal	0.201357752570586	CG	Dxy
Undiverged	0.0932233758187584	CG	Dxy
Focal	0.214834431371167	CG	Dxy
Undiverged	0.0811585017324657	CG	Dxy
Focal	0.21440792501187	CG	Dxy
Undiverged	0.0555775291754443	CG	Dxy
Focal	0.217080200810903	CG	Dxy
Undiverged	0.0227936403385403	CG	Dxy
Focal	0.273054929929635	CG	Dxy
Undiverged	0.0864655245250859	CG	Dxy
Focal	0.251428013499139	CG	Dxy
Undiverged	0.0920798180427929	CG	Dxy
Focal	0.430934079692253	CG	Dxy
Undiverged	0.0291021693072404	CG	Dxy
Focal	0.358574226487679	CG	Dxy
Undiverged	-0.0367417226129241	CG	Dxy
Focal	0.216798536603665	CG	Dxy
Undiverged	-0.046743576789768	CG	Dxy
Focal	0.441474734890885	CG	Dxy
Undiverged	0.133017811537692	CG	Dxy
Focal	0.428049173432646	CG	Dxy
Undiverged	0.101113771443968	CG	Dxy
Focal	0.249458208176993	CG	Dxy
Undiverged	0.171684587542175	CG	Dxy
Focal	0.40166041641629	CG	Dxy
Undiverged	-0.0383659236805007	CG	Dxy
Focal	0.353821440700047	CG	Dxy
Undiverged	0.0712330101963752	CG	Dxy
Focal	0.274324360922916	CG	Dxy
Undiverged	0.0182870575852723	CG	Dxy
Focal	0.232429324062116	CG	Dxy
Undiverged	0.0190340676967976	CG	Dxy
Focal	0.334491781849911	CG	Dxy
Undiverged	0.172745260404993	CG	Dxy
Focal	0.204365647911091	CG	Dxy
Undiverged	0.24959740110408	CG	Dxy
Focal	0.155541685589919	CG	Dxy
Undiverged	0.0867311692025571	CG	Dxy
Focal	0.339699356581976	CG	Dxy
Undiverged	0.207675839718393	CG	Dxy
Focal	0.335216704876616	CG	Dxy
Undiverged	0.186388255530114	CG	Dxy
Focal	0.161871116486634	CG	Dxy
Undiverged	0.187896571547803	CG	Dxy
Focal	0.294889237295299	CG	Dxy
Undiverged	0.172092204491161	CG	Dxy
Focal	0.170036261204637	CG	Dxy
Undiverged	0.02040778220692	CG	Dxy
Focal	0.14958317408697	CG	Dxy
Undiverged	-0.00301770201106594	CG	Dxy
Focal	0.254616715769257	CG	Dxy
Undiverged	0.237624454482139	CG	Dxy
Focal	0.335787292788929	CG	Dxy
Undiverged	0.179163594401467	CG	Dxy
Focal	0.112347135420968	CG	Dxy
Undiverged	0.155732042316282	CG	Dxy
Focal	0.307764449283372	CG	Dxy
Undiverged	0.0907617147265915	CG	Dxy
Focal	0.244203444284227	CG	Dxy
Undiverged	0.211109801882561	CG	Dxy
Focal	0.382837766544644	CG	Dxy
Undiverged	0.114316288362148	CG	Dxy
Focal	0.312196269862517	CG	Dxy
Undiverged	0.235445427810979	CG	Dxy
Focal	0.322195263917805	CG	Dxy
Undiverged	0.0840020546987598	CG	Dxy
Focal	0.421589189666718	CG	Dxy
Undiverged	0.236955504867492	CG	Dxy
Focal	0.217322822803049	CG	Dxy
Undiverged	0.0364639177636594	CG	Dxy
Focal	0.185630468640084	CG	FST
Undiverged	0.0126677138469858	CG	FST
Focal	0.141930700413288	CG	FST
Undiverged	-0.0561819408643467	CG	FST
Focal	0.289505698708914	CG	FST
Undiverged	-0.0973189965131679	CG	FST
Focal	0.0773960021676321	CG	FST
Undiverged	-0.0545695535276538	CG	FST
Focal	0.353156539811208	CG	FST
Undiverged	-0.111533706643384	CG	FST
Focal	0.0565773579534184	CG	FST
Undiverged	-0.0400508810923637	CG	FST
Focal	0.144838477584267	CG	FST
Undiverged	-0.148601143370322	CG	FST
Focal	0.267773617870366	CG	FST
Undiverged	-0.0551094984306686	CG	FST
Focal	0.291958616951837	CG	FST
Undiverged	0.0566914304035527	CG	FST
Focal	0.266273603611567	CG	FST
Undiverged	0.0255185711082071	CG	FST
Focal	0.245864320767871	CG	FST
