Group	Mean	Count
WGBS_Intergenic_Focal	0.970689344272382	2619
WGBS_Intergenic_Undiverged	0.905310446944576	2619
WGBS_Intron_Focal	0.938756778195801	3625
WGBS_Intron_Undiverged	0.934651326440851	3625
WGBS_Promoter_Focal	0.462093804659117	1185
WGBS_Promoter_Undiverged	0.55630889200823	1185
CG_CDS_Focal	0.955228197772302	87
CG_CDS_Undiverged	0.839042076974935	87
CG_Intergenic_Focal	1.0719681430608	344
CG_Intergenic_Undiverged	0.868172676226807	344
CG_Intron_Focal	0.713976796675608	453
CG_Intron_Undiverged	0.788119771330232	453
CG_Promoter_Focal	0.379971467613319	1298
CG_Promoter_Undiverged	0.490968055602194	1298
HZ_CDS_Focal	1.00295787727778	131
HZ_CDS_Undiverged	0.739297128990604	131
HZ_Intergenic_Focal	1.10710173377319	559
HZ_Intergenic_Undiverged	0.760775237183918	559
HZ_Intron_Focal	0.747131095483399	751
HZ_Intron_Undiverged	0.74504912201868	751
HZ_Promoter_Focal	0.519953448052092	1214
HZ_Promoter_Undiverged	0.593512231353511	1214
WGBS_CDS_Focal	0.865529915607515	963
WGBS_CDS_Undiverged	0.885579806063122	963
WGBS_Intergenic_Focal	0.948383508352761	2619
WGBS_Intergenic_Undiverged	0.923758806451818	2619
WGBS_Intron_Focal	0.949915427228042	3625
WGBS_Intron_Undiverged	0.901432612280974	3625
WGBS_Promoter_Focal	0.473249157727219	1185
WGBS_Promoter_Undiverged	0.558574867840149	1185
CG_CDS_Focal	0.748020862185458	87
CG_CDS_Undiverged	0.772519347473776	87
CG_Intergenic_Focal	1.08958948125768	344
CG_Intergenic_Undiverged	0.87286671326824	344
CG_Intron_Focal	0.760086174996088	453
CG_Intron_Undiverged	0.825041890698433	453
CG_Promoter_Focal	0.419067550610693	1298
CG_Promoter_Undiverged	0.501714220434878	1298
HZ_CDS_Focal	1.00888466614083	131
HZ_CDS_Undiverged	0.794141785091664	131
HZ_Intergenic_Focal	1.02345900877528	559
HZ_Intergenic_Undiverged	0.758856203600946	559
HZ_Intron_Focal	0.763205428403364	751
HZ_Intron_Undiverged	0.786819552524796	751
HZ_Promoter_Focal	0.531459060980935	1214
HZ_Promoter_Undiverged	0.583297729629459	1214
WGBS_CDS_Focal	0.893156805636903	963
WGBS_CDS_Undiverged	0.872261988667054	963
WGBS_Intergenic_Focal	0.990037939782181	2619
WGBS_Intergenic_Undiverged	0.925338743403671	2619
WGBS_Intron_Focal	0.909441706193237	3625
WGBS_Intron_Undiverged	0.897861059890613	3625
WGBS_Promoter_Focal	0.459229433421749	1185
WGBS_Promoter_Undiverged	0.584707373668406	1185
CG_CDS_Focal	0.799570159209547	87
CG_CDS_Undiverged	0.876594957615749	87
CG_Intergenic_Focal	1.13553820281377	344
CG_Intergenic_Undiverged	0.972354126566164	344
CG_Intron_Focal	0.824614368599929	453
CG_Intron_Undiverged	0.753518452779878	453
CG_Promoter_Focal	0.409739364351795	1298
CG_Promoter_Undiverged	0.494413663198813	1298
HZ_CDS_Focal	0.930482333187326	131
HZ_CDS_Undiverged	0.769677750984072	131
HZ_Intergenic_Focal	1.07148050604712	559
HZ_Intergenic_Undiverged	0.765650835570608	559
HZ_Intron_Focal	0.756434448210613	751
HZ_Intron_Undiverged	0.821399999660676	751
HZ_Promoter_Focal	0.499847225885948	1214
HZ_Promoter_Undiverged	0.593017339464334	1214
WGBS_CDS_Focal	0.939723254608641	963
WGBS_CDS_Undiverged	0.836375812192423	963
WGBS_Intergenic_Focal	0.977525193615605	2619
WGBS_Intergenic_Undiverged	0.920224333637938	2619
WGBS_Intron_Focal	0.93317588233928	3625
WGBS_Intron_Undiverged	0.89881944732612	3625
WGBS_Promoter_Focal	0.465590483985221	1185
WGBS_Promoter_Undiverged	0.533962787338093	1185
CG_CDS_Focal	0.756866458921733	87
CG_CDS_Undiverged	1.01008772960853	87
CG_Intergenic_Focal	1.13142831116738	344
CG_Intergenic_Undiverged	0.845142308969825	344
CG_Intron_Focal	0.766290795917848	453
CG_Intron_Undiverged	0.792354534792757	453
CG_Promoter_Focal	0.391548747432353	1298
CG_Promoter_Undiverged	0.497446961604624	1298
HZ_CDS_Focal	1.02812702359699	131
HZ_CDS_Undiverged	0.740740806190796	131
HZ_Intergenic_Focal	1.00091934551743	559
HZ_Intergenic_Undiverged	0.779014876393555	559
HZ_Intron_Focal	0.743486393202126	751
HZ_Intron_Undiverged	0.778971986051911	751
HZ_Promoter_Focal	0.527988662622844	1214
HZ_Promoter_Undiverged	0.577973292640732	1214
WGBS_CDS_Focal	0.874679270038808	963
WGBS_CDS_Undiverged	0.843075615988361	963
WGBS_Intergenic_Focal	0.969761181284137	2619
WGBS_Intergenic_Undiverged	0.930306758077692	2619
WGBS_Intron_Focal	0.922178729318797	3625
WGBS_Intron_Undiverged	0.912296714446985	3625
WGBS_Promoter_Focal	0.474885048686648	1185
WGBS_Promoter_Undiverged	0.549497269720465	1185
CG_CDS_Focal	0.773381542428465	87
CG_CDS_Undiverged	0.759574079189951	87
CG_Intergenic_Focal	1.19010252042981	344
CG_Intergenic_Undiverged	0.829778988369425	344
CG_Intron_Focal	0.729364229867475	453
CG_Intron_Undiverged	0.841826436290971	453
CG_Promoter_Focal	0.419934513178608	1298
CG_Promoter_Undiverged	0.482688801524932	1298
HZ_CDS_Focal	0.869811210001307	131
HZ_CDS_Undiverged	0.865380531146084	131
HZ_Intergenic_Focal	0.940354644040507	559
HZ_Intergenic_Undiverged	0.751194364313301	559
HZ_Intron_Focal	0.722691183389713	751
HZ_Intron_Undiverged	0.777819403321189	751
HZ_Promoter_Focal	0.535912145647573	1214
HZ_Promoter_Undiverged	0.616565683134141	1214
WGBS_CDS_Focal	0.934935639519064	963
WGBS_CDS_Undiverged	0.842170519531279	963
WGBS_Intergenic_Focal	1.00129460178963	2619
WGBS_Intergenic_Undiverged	0.899112612550419	2619
WGBS_Intron_Focal	0.9674473556662	3625
WGBS_Intron_Undiverged	0.905581937620086	3625
WGBS_Promoter_Focal	0.46140038883308	1185
WGBS_Promoter_Undiverged	0.579444199155935	1185
CG_CDS_Focal	0.798327542463982	87
CG_CDS_Undiverged	1.01522088735488	87
CG_Intergenic_Focal	0.957501154117579	344
CG_Intergenic_Undiverged	0.841913374643759	344
CG_Intron_Focal	0.742506456481805	453
CG_Intron_Undiverged	0.82953370966368	453
CG_Promoter_Focal	0.410074665806956	1298
CG_Promoter_Undiverged	0.479808444565814	1298
HZ_CDS_Focal	0.989244799537345	131
HZ_CDS_Undiverged	0.726592692651631	131
HZ_Intergenic_Focal	1.0766764277679	559
HZ_Intergenic_Undiverged	0.743782782341182	559
HZ_Intron_Focal	0.745167151867267	751
HZ_Intron_Undiverged	0.792755994987344	751
HZ_Promoter_Focal	0.511814649372155	1214
HZ_Promoter_Undiverged	0.589927255402333	1214
WGBS_CDS_Focal	0.938448920953849	963
WGBS_CDS_Undiverged	0.824416729216323	963
WGBS_Intergenic_Focal	0.958722271253604	2619
WGBS_Intergenic_Undiverged	0.930914589484477	2619
WGBS_Intron_Focal	0.93477744959445	3625
WGBS_Intron_Undiverged	0.91901870624335	3625
WGBS_Promoter_Focal	0.448597051872169	1185
WGBS_Promoter_Undiverged	0.566211199118593	1185
CG_CDS_Focal	0.742808917080653	87
CG_CDS_Undiverged	0.742121338429141	87
CG_Intergenic_Focal	1.00714377973596	344
CG_Intergenic_Undiverged	0.858581487365356	344
CG_Intron_Focal	0.717705076720917	453
CG_Intron_Undiverged	0.78017363748338	453
CG_Promoter_Focal	0.421336563169779	1298
CG_Promoter_Undiverged	0.475256895003138	1298
HZ_CDS_Focal	0.984983758377834	131
HZ_CDS_Undiverged	0.765690248959791	131
HZ_Intergenic_Focal	1.05200047068032	559
HZ_Intergenic_Undiverged	0.733629991169129	559
HZ_Intron_Focal	0.709148541000032	751
HZ_Intron_Undiverged	0.755959975411084	751
HZ_Promoter_Focal	0.525067416019297	1214
HZ_Promoter_Undiverged	0.606597148024662	1214
WGBS_CDS_Focal	0.897545105603537	963
WGBS_CDS_Undiverged	0.878715078224819	963
WGBS_Intergenic_Focal	0.960144083675506	2619
WGBS_Intergenic_Undiverged	0.899694788952039	2619
WGBS_Intron_Focal	0.953789076687662	3625
WGBS_Intron_Undiverged	0.891149918827346	3625
WGBS_Promoter_Focal	0.440496993822954	1185
WGBS_Promoter_Undiverged	0.524245525416211	1185
CG_CDS_Focal	0.795681903157119	87
CG_CDS_Undiverged	0.910921342779289	87
CG_Intergenic_Focal	1.00400790822148	344
CG_Intergenic_Undiverged	0.8549715957385	344
CG_Intron_Focal	0.730297416958067	453
CG_Intron_Undiverged	0.761449844559345	453
CG_Promoter_Focal	0.422561381340202	1298
CG_Promoter_Undiverged	0.505666841962126	1298
HZ_CDS_Focal	0.842581441743049	131
HZ_CDS_Undiverged	0.84789914032075	131
HZ_Intergenic_Focal	1.02228173369697	559
HZ_Intergenic_Undiverged	0.775386090400454	559
HZ_Intron_Focal	0.719286298068889	751
HZ_Intron_Undiverged	0.771971267261449	751
HZ_Promoter_Focal	0.537682976354156	1214
HZ_Promoter_Undiverged	0.597796976835381	1214
WGBS_CDS_Focal	0.951385411864817	963
WGBS_CDS_Undiverged	0.845596593020949	963
WGBS_Intergenic_Focal	0.949494210484571	2619
WGBS_Intergenic_Undiverged	0.950129235274261	2619
WGBS_Intron_Focal	0.936093897747192	3625
WGBS_Intron_Undiverged	0.921549025837903	3625
WGBS_Promoter_Focal	0.468616406350265	1185
WGBS_Promoter_Undiverged	0.582168380426245	1185
CG_CDS_Focal	0.636266931984566	87
CG_CDS_Undiverged	0.771482950986454	87
CG_Intergenic_Focal	1.13723885115358	344
CG_Intergenic_Undiverged	0.876090720830858	344
CG_Intron_Focal	0.675206383476433	453
CG_Intron_Undiverged	0.739148529797427	453
CG_Promoter_Focal	0.417227441205012	1298
CG_Promoter_Undiverged	0.469805395589856	1298
HZ_CDS_Focal	0.88071506515221	131
HZ_CDS_Undiverged	0.804377139584189	131
HZ_Intergenic_Focal	1.03101714838616	559
HZ_Intergenic_Undiverged	0.801353700705827	559
HZ_Intron_Focal	0.706753778805868	751
HZ_Intron_Undiverged	0.741218392245015	751
HZ_Promoter_Focal	0.546654759683976	1214
HZ_Promoter_Undiverged	0.598444419840017	1214
WGBS_CDS_Focal	0.902069452463415	963
WGBS_CDS_Undiverged	0.848259414781645	963
WGBS_Intergenic_Focal	0.994497039424037	2619
WGBS_Intergenic_Undiverged	0.918021983105319	2619
WGBS_Intron_Focal	0.94329041866578	3625
WGBS_Intron_Undiverged	0.888962662122946	3625
WGBS_Promoter_Focal	0.468648698252119	1185
WGBS_Promoter_Undiverged	0.559007777210663	1185
CG_CDS_Focal	0.733370797098372	87
CG_CDS_Undiverged	0.808909805680643	87
CG_Intergenic_Focal	1.04954910296883	344
CG_Intergenic_Undiverged	0.873611832155174	344
CG_Intron_Focal	0.682211479926525	453
CG_Intron_Undiverged	0.839515115256106	453
CG_Promoter_Focal	0.393743475125991	1298
CG_Promoter_Undiverged	0.497100918775361	1298
HZ_CDS_Focal	0.964560116552437	131
HZ_CDS_Undiverged	0.877427681001586	131
HZ_Intergenic_Focal	1.094272605835	559
HZ_Intergenic_Undiverged	0.757535617396062	559
HZ_Intron_Focal	0.737366372966317	751
HZ_Intron_Undiverged	0.734825165134546	751
HZ_Promoter_Focal	0.517116624758181	1214
HZ_Promoter_Undiverged	0.584104057079937	1214
WGBS_CDS_Focal	0.915949654806448	963
WGBS_CDS_Undiverged	0.81820829659274	963
WGBS_Intergenic_Focal	0.969721971954493	2619
WGBS_Intergenic_Undiverged	0.895390401165846	2619
WGBS_Intron_Focal	0.955850060883023	3625
WGBS_Intron_Undiverged	0.886082194170775	3625
WGBS_Promoter_Focal	0.4521018497757	1185
WGBS_Promoter_Undiverged	0.558013813128776	1185
CG_CDS_Focal	0.796126894889379	87
CG_CDS_Undiverged	0.83834487118573	87
CG_Intergenic_Focal	1.20051462819689	344
CG_Intergenic_Undiverged	0.7615015559254	344
CG_Intron_Focal	0.693852607699074	453
CG_Intron_Undiverged	0.79636536158438	453
CG_Promoter_Focal	0.399776595014295	1298
CG_Promoter_Undiverged	0.475673528982414	1298
HZ_CDS_Focal	0.866516982289226	131
HZ_CDS_Undiverged	0.783361649188296	131
HZ_Intergenic_Focal	1.06529994875431	559
HZ_Intergenic_Undiverged	0.803036634071604	559
HZ_Intron_Focal	0.763475982183914	751
HZ_Intron_Undiverged	0.756361448765056	751
HZ_Promoter_Focal	0.492811595833215	1214
HZ_Promoter_Undiverged	0.583042134059518	1214
WGBS_CDS_Focal	0.92449459204444	963
WGBS_CDS_Undiverged	0.849707402749163	963
WGBS_Intergenic_Focal	0.965108375704701	2619
WGBS_Intergenic_Undiverged	0.92180969106631	2619
WGBS_Intron_Focal	0.931690454947447	3625
WGBS_Intron_Undiverged	0.903461111711453	3625
WGBS_Promoter_Focal	0.457125633400877	1185
WGBS_Promoter_Undiverged	0.530031653162172	1185
CG_CDS_Focal	0.767250438081566	87
CG_CDS_Undiverged	0.823284775455071	87
CG_Intergenic_Focal	1.06776311172147	344
CG_Intergenic_Undiverged	0.885245506076658	344
CG_Intron_Focal	0.738816179356444	453
CG_Intron_Undiverged	0.779882103440949	453
CG_Promoter_Focal	0.420094756831389	1298
CG_Promoter_Undiverged	0.48526661007047	1298
HZ_CDS_Focal	0.848198498302295	131
HZ_CDS_Undiverged	0.817259779577911	131
HZ_Intergenic_Focal	1.06862315248885	559
HZ_Intergenic_Undiverged	0.756429831298298	559
HZ_Intron_Focal	0.758206888967129	751
HZ_Intron_Undiverged	0.74845524855974	751
HZ_Promoter_Focal	0.524214081876334	1214
HZ_Promoter_Undiverged	0.60266155794422	1214
WGBS_CDS_Focal	0.865678407558857	963
WGBS_CDS_Undiverged	0.812427647826341	963
WGBS_Intergenic_Focal	0.960550266220117	2619
WGBS_Intergenic_Undiverged	0.915640445564442	2619
WGBS_Intron_Focal	0.912498559670138	3625
WGBS_Intron_Undiverged	0.911294584068373	3625
WGBS_Promoter_Focal	0.458979602052034	1185
WGBS_Promoter_Undiverged	0.563788913832248	1185
CG_CDS_Focal	0.893052006957175	87
CG_CDS_Undiverged	0.763491802409332	87
CG_Intergenic_Focal	1.17042838205688	344
CG_Intergenic_Undiverged	0.925852832457199	344
CG_Intron_Focal	0.702580963158559	453
CG_Intron_Undiverged	0.779942908037285	453
CG_Promoter_Focal	0.393870950274013	1298
CG_Promoter_Undiverged	0.494888465782208	1298
HZ_CDS_Focal	0.890640582136216	131
HZ_CDS_Undiverged	0.869623051027773	131
HZ_Intergenic_Focal	1.00792301252035	559
HZ_Intergenic_Undiverged	0.798344004531898	559
HZ_Intron_Focal	0.760914571201565	751
HZ_Intron_Undiverged	0.749496838741847	751
HZ_Promoter_Focal	0.516060455756148	1214
HZ_Promoter_Undiverged	0.593765424648442	1214
WGBS_CDS_Focal	0.918527045230364	963
WGBS_CDS_Undiverged	0.811346565413291	963
WGBS_Intergenic_Focal	0.965827843399531	2619
WGBS_Intergenic_Undiverged	0.904956936646083	2619
WGBS_Intron_Focal	0.933585199902479	3625
WGBS_Intron_Undiverged	0.885712872208635	3625
WGBS_Promoter_Focal	0.462343259321892	1185
WGBS_Promoter_Undiverged	0.563418509267246	1185
CG_CDS_Focal	0.81898824238277	87
CG_CDS_Undiverged	0.893907215624596	87
CG_Intergenic_Focal	1.2022921629887	344
CG_Intergenic_Undiverged	0.876529599361698	344
CG_Intron_Focal	0.703835534102196	453
CG_Intron_Undiverged	0.806172407949733	453
CG_Promoter_Focal	0.419095307911141	1298
CG_Promoter_Undiverged	0.521076608891932	1298
HZ_CDS_Focal	1.01082752345623	131
HZ_CDS_Undiverged	0.828000540127368	131
HZ_Intergenic_Focal	1.1160388371461	559
HZ_Intergenic_Undiverged	0.75131562749762	559
HZ_Intron_Focal	0.724899033398403	751
HZ_Intron_Undiverged	0.766035345276954	751
HZ_Promoter_Focal	0.552708550485336	1214
HZ_Promoter_Undiverged	0.597655415145463	1214
WGBS_CDS_Focal	0.924105408721662	963
WGBS_CDS_Undiverged	0.851076899747128	963
WGBS_Intergenic_Focal	0.94340384279886	2619
WGBS_Intergenic_Undiverged	0.917803644159452	2619
WGBS_Intron_Focal	0.969395091918609	3625
WGBS_Intron_Undiverged	0.901955607240256	3625
WGBS_Promoter_Focal	0.448622651696868	1185
WGBS_Promoter_Undiverged	0.546394126892556	1185
CG_CDS_Focal	0.706992134561529	87
CG_CDS_Undiverged	0.945912169605401	87
CG_Intergenic_Focal	1.17334254129596	344
CG_Intergenic_Undiverged	0.868200225020123	344
CG_Intron_Focal	0.742386095976108	453
CG_Intron_Undiverged	0.847700578909885	453
CG_Promoter_Focal	0.398759437424	1298
CG_Promoter_Undiverged	0.483058681673483	1298
HZ_CDS_Focal	0.887058809966672	131
HZ_CDS_Undiverged	0.844463989189193	131
HZ_Intergenic_Focal	1.09755688885307	559
HZ_Intergenic_Undiverged	0.807241166926861	559
HZ_Intron_Focal	0.727199320581534	751
HZ_Intron_Undiverged	0.754978871624724	751
HZ_Promoter_Focal	0.536780444292843	1214
HZ_Promoter_Undiverged	0.584652031900893	1214
WGBS_CDS_Focal	0.846641279742067	963
WGBS_CDS_Undiverged	0.840516001977458	963
WGBS_Intergenic_Focal	0.988677952231232	2619
WGBS_Intergenic_Undiverged	0.921328540416988	2619
WGBS_Intron_Focal	0.923591069308712	3625
WGBS_Intron_Undiverged	0.898850973661261	3625
WGBS_Promoter_Focal	0.448553115960371	1185
WGBS_Promoter_Undiverged	0.575132985777735	1185
CG_CDS_Focal	0.745469956401974	87
CG_CDS_Undiverged	0.86332369596851	87
CG_Intergenic_Focal	1.07417184406529	344
CG_Intergenic_Undiverged	0.796885138266094	344
CG_Intron_Focal	0.72107098763906	453
CG_Intron_Undiverged	0.763089928005073	453
CG_Promoter_Focal	0.417776671309654	1298
CG_Promoter_Undiverged	0.486554917868807	1298
HZ_CDS_Focal	0.928820691250714	131
HZ_CDS_Undiverged	0.769397304197935	131
HZ_Intergenic_Focal	1.01595452467308	559
HZ_Intergenic_Undiverged	0.814008416054442	559
HZ_Intron_Focal	0.73715181156239	751
HZ_Intron_Undiverged	0.773214933067712	751
HZ_Promoter_Focal	0.513713088570563	1214
HZ_Promoter_Undiverged	0.571997457099491	1214
WGBS_CDS_Focal	0.937670500210323	963
WGBS_CDS_Undiverged	0.856865879506679	963
WGBS_Intergenic_Focal	0.954677887488645	2619
WGBS_Intergenic_Undiverged	0.931012234233022	2619
WGBS_Intron_Focal	0.923517590995121	3625
WGBS_Intron_Undiverged	0.886759644385298	3625
WGBS_Promoter_Focal	0.460595273174126	1185
WGBS_Promoter_Undiverged	0.541404980708485	1185
CG_CDS_Focal	0.721832404460326	87
CG_CDS_Undiverged	0.847303922342866	87
CG_Intergenic_Focal	1.08546598979826	344
CG_Intergenic_Undiverged	0.824711425000647	344
CG_Intron_Focal	0.77090071591263	453
CG_Intron_Undiverged	0.815087480594031	453
CG_Promoter_Focal	0.409993420095732	1298
CG_Promoter_Undiverged	0.491237461680134	1298
HZ_CDS_Focal	0.929880254900809	131
HZ_CDS_Undiverged	0.772316282931444	131
HZ_Intergenic_Focal	1.13810464758643	559
HZ_Intergenic_Undiverged	0.771868607867707	559
HZ_Intron_Focal	0.723424440486865	751
HZ_Intron_Undiverged	0.738582626429822	751
HZ_Promoter_Focal	0.52191823566691	1214
HZ_Promoter_Undiverged	0.624423493421413	1214
WGBS_CDS_Focal	0.895503428307052	963
WGBS_CDS_Undiverged	0.866703437175085	963
WGBS_Intergenic_Focal	0.949504093241539	2619
WGBS_Intergenic_Undiverged	0.899375933473557	2619
WGBS_Intron_Focal	0.934376213097012	3625
WGBS_Intron_Undiverged	0.905266443743072	3625
WGBS_Promoter_Focal	0.471359786705707	1185
WGBS_Promoter_Undiverged	0.58130856437065	1185
CG_CDS_Focal	0.779866379048899	87
CG_CDS_Undiverged	0.762643447511101	87
CG_Intergenic_Focal	1.10988916521297	344
CG_Intergenic_Undiverged	0.865664978866177	344
CG_Intron_Focal	0.783359885354365	453
CG_Intron_Undiverged	0.763805857952485	453
CG_Promoter_Focal	0.418203326518708	1298
CG_Promoter_Undiverged	0.501589157369022	1298
HZ_CDS_Focal	0.793970638252436	131
HZ_CDS_Undiverged	0.738659776755696	131
HZ_Intergenic_Focal	1.05997416841852	559
HZ_Intergenic_Undiverged	0.79100312971942	559
HZ_Intron_Focal	0.731412824375933	751
HZ_Intron_Undiverged	0.741886549583136	751
HZ_Promoter_Focal	0.535198020830562	1214
HZ_Promoter_Undiverged	0.584385264123187	1214
WGBS_CDS_Focal	0.96497968426637	963
WGBS_CDS_Undiverged	0.847417634868892	963
WGBS_Intergenic_Focal	0.955361219935883	2619
WGBS_Intergenic_Undiverged	0.960961702147968	2619
WGBS_Intron_Focal	0.938044773242931	3625
WGBS_Intron_Undiverged	0.903029683601872	3625
WGBS_Promoter_Focal	0.461233588999986	1185
WGBS_Promoter_Undiverged	0.547510268454173	1185
CG_CDS_Focal	0.773086820851482	87
CG_CDS_Undiverged	0.789002835873505	87
CG_Intergenic_Focal	1.18854650473818	344
CG_Intergenic_Undiverged	0.84109066224831	344
CG_Intron_Focal	0.684972469880648	453
CG_Intron_Undiverged	0.770879169310647	453
CG_Promoter_Focal	0.38791716900749	1298
CG_Promoter_Undiverged	0.486309176905548	1298
HZ_CDS_Focal	0.991562357699023	131
HZ_CDS_Undiverged	0.855434927669247	131
HZ_Intergenic_Focal	1.04915794322204	559
HZ_Intergenic_Undiverged	0.754054034297598	559
HZ_Intron_Focal	0.712470712704438	751
HZ_Intron_Undiverged	0.77064808045787	751
HZ_Promoter_Focal	0.527767653971721	1214
HZ_Promoter_Undiverged	0.584981800708781	1214
WGBS_CDS_Focal	0.951423696381517	963
WGBS_CDS_Undiverged	0.867251018931596	963
WGBS_Intergenic_Focal	0.958945582960241	2619
WGBS_Intergenic_Undiverged	0.938183087531452	2619
WGBS_Intron_Focal	0.88121744051708	3625
WGBS_Intron_Undiverged	0.905303742823785	3625
WGBS_Promoter_Focal	0.428542907416247	1185
WGBS_Promoter_Undiverged	0.570584384108823	1185
CG_CDS_Focal	0.825979125480171	87
CG_CDS_Undiverged	0.858655787224107	87
CG_Intergenic_Focal	1.07624500216173	344
CG_Intergenic_Undiverged	0.825887158402695	344
CG_Intron_Focal	0.778682642375268	453
CG_Intron_Undiverged	0.74411346274525	453
CG_Promoter_Focal	0.391508840013191	1298
CG_Promoter_Undiverged	0.494169599994268	1298
HZ_CDS_Focal	0.983369164540738	131
HZ_CDS_Undiverged	0.860109149214837	131
HZ_Intergenic_Focal	1.06089155532878	559
HZ_Intergenic_Undiverged	0.755802256524953	559
HZ_Intron_Focal	0.761859442367169	751
HZ_Intron_Undiverged	0.777369785174319	751
HZ_Promoter_Focal	0.503875058875262	1214
HZ_Promoter_Undiverged	0.593432907710386	1214
WGBS_CDS_Focal	0.861808609930695	963
WGBS_CDS_Undiverged	0.811501684481096	963
WGBS_Intergenic_Focal	0.971863428255333	2619
WGBS_Intergenic_Undiverged	0.92809816989309	2619
WGBS_Intron_Focal	0.917829945114548	3625
WGBS_Intron_Undiverged	0.9280251412582	3625
WGBS_Promoter_Focal	0.487468266767818	1185
WGBS_Promoter_Undiverged	0.549600067949583	1185
CG_CDS_Focal	0.747658337548818	87
CG_CDS_Undiverged	0.823376710320283	87
CG_Intergenic_Focal	1.12932727958721	344
CG_Intergenic_Undiverged	0.829253064144872	344
CG_Intron_Focal	0.720059371207371	453
CG_Intron_Undiverged	0.813953991742304	453
CG_Promoter_Focal	0.400239272931498	1298
CG_Promoter_Undiverged	0.493698730919767	1298
HZ_CDS_Focal	0.981032437743939	131
HZ_CDS_Undiverged	0.848746359485256	131
HZ_Intergenic_Focal	1.10141680221598	559
HZ_Intergenic_Undiverged	0.77194855279478	559
HZ_Intron_Focal	0.707071741935458	751
HZ_Intron_Undiverged	0.753552872418008	751
HZ_Promoter_Focal	0.517819098727062	1214
HZ_Promoter_Undiverged	0.596916509877947	1214
WGBS_CDS_Focal	0.955670046246834	963
WGBS_CDS_Undiverged	0.862055990886382	963
WGBS_Intergenic_Focal	0.967744783956367	2619
WGBS_Intergenic_Undiverged	0.926700104909837	2619
WGBS_Intron_Focal	0.935079030704995	3625
WGBS_Intron_Undiverged	0.897246964425753	3625
WGBS_Promoter_Focal	0.448511754888512	1185
WGBS_Promoter_Undiverged	0.529890044904183	1185
CG_CDS_Focal	0.761792902974768	87
CG_CDS_Undiverged	0.905805078708777	87
CG_Intergenic_Focal	1.02249133813408	344
CG_Intergenic_Undiverged	0.94162225571597	344
CG_Intron_Focal	0.730995977668386	453
CG_Intron_Undiverged	0.794154705520155	453
CG_Promoter_Focal	0.410463752656229	1298
CG_Promoter_Undiverged	0.507734644007544	1298
HZ_CDS_Focal	0.796863167950829	131
HZ_CDS_Undiverged	0.743569595848256	131
HZ_Intergenic_Focal	1.10485873447605	559
HZ_Intergenic_Undiverged	0.738357564249097	559
HZ_Intron_Focal	0.750376131706103	751
HZ_Intron_Undiverged	0.772714767021663	751
HZ_Promoter_Focal	0.542817514040713	1214
HZ_Promoter_Undiverged	0.606652086224301	1214
WGBS_CDS_Focal	0.97552189680978	963
WGBS_CDS_Undiverged	0.829668494936021	963
WGBS_Intergenic_Focal	1.02524006745718	2619
WGBS_Intergenic_Undiverged	0.903113290775692	2619
WGBS_Intron_Focal	0.940398702311886	3625
WGBS_Intron_Undiverged	0.887203723340031	3625
WGBS_Promoter_Focal	0.465618973566587	1185
WGBS_Promoter_Undiverged	0.543131726792384	1185
CG_CDS_Focal	0.789886635646945	87
CG_CDS_Undiverged	0.914803161877979	87
CG_Intergenic_Focal	1.12511972350263	344
CG_Intergenic_Undiverged	0.891560555201708	344
CG_Intron_Focal	0.704206919524313	453
CG_Intron_Undiverged	0.79442019761602	453
CG_Promoter_Focal	0.420961733707371	1298
CG_Promoter_Undiverged	0.467675568052069	1298
HZ_CDS_Focal	0.913572546178283	131
HZ_CDS_Undiverged	0.809965603304116	131
HZ_Intergenic_Focal	1.11046120706044	559
HZ_Intergenic_Undiverged	0.747384037814227	559
HZ_Intron_Focal	0.763936426584012	751
HZ_Intron_Undiverged	0.732051770555252	751
HZ_Promoter_Focal	0.518475459131472	1214
HZ_Promoter_Undiverged	0.617293321702314	1214
WGBS_CDS_Focal	0.915298341720785	963
WGBS_CDS_Undiverged	0.838782133071174	963
WGBS_Intergenic_Focal	0.960405751445866	2619
WGBS_Intergenic_Undiverged	0.909177597343635	2619
WGBS_Intron_Focal	0.947374990439897	3625
WGBS_Intron_Undiverged	0.927447146411962	3625
WGBS_Promoter_Focal	0.435994745263346	1185
WGBS_Promoter_Undiverged	0.565326698094281	1185
CG_CDS_Focal	0.875006246886875	87
CG_CDS_Undiverged	0.819128900853178	87
CG_Intergenic_Focal	1.04334532179165	344
CG_Intergenic_Undiverged	0.834946055374619	344
CG_Intron_Focal	0.774682436294869	453
CG_Intron_Undiverged	0.819600515236041	453
CG_Promoter_Focal	0.40675050243253	1298
CG_Promoter_Undiverged	0.496606528008798	1298
HZ_CDS_Focal	0.892824759564108	131
HZ_CDS_Undiverged	0.737821932086518	131
HZ_Intergenic_Focal	1.07507623750923	559
HZ_Intergenic_Undiverged	0.759950382811837	559
HZ_Intron_Focal	0.73865010992001	751
HZ_Intron_Undiverged	0.789608335915002	751
HZ_Promoter_Focal	0.536256742397154	1214
HZ_Promoter_Undiverged	0.605804799762648	1214
WGBS_CDS_Focal	0.88746814594584	963
WGBS_CDS_Undiverged	0.847063982977589	963
WGBS_Intergenic_Focal	0.983464039131893	2619
WGBS_Intergenic_Undiverged	0.899436993671523	2619
